Mni Mekej RuledOut
0.04 0.05 False
0.04 1.1 False
0.04 2.15 False
0.04 3.2 False
0.04 4.25 False
0.04 5.3 False
0.04 6.3500000000000005 False
0.04 7.4 False
0.04 8.450000000000001 False
0.04 9.500000000000002 False
0.04 10.55 False
0.04 11.600000000000001 False
0.04 12.650000000000002 False
0.04 13.700000000000001 False
0.04 14.750000000000002 False
0.04 15.8 False
0.04 16.85 False
0.04 17.900000000000002 False
0.04 18.950000000000003 False
0.04 20.0 False
1.0905263157894738 0.05 False
1.0905263157894738 1.1 False
1.0905263157894738 2.15 False
1.0905263157894738 3.2 False
1.0905263157894738 4.25 False
1.0905263157894738 5.3 False
1.0905263157894738 6.3500000000000005 False
1.0905263157894738 7.4 False
1.0905263157894738 8.450000000000001 False
1.0905263157894738 9.500000000000002 False
1.0905263157894738 10.55 False
1.0905263157894738 11.600000000000001 False
1.0905263157894738 12.650000000000002 False
1.0905263157894738 13.700000000000001 False
1.0905263157894738 14.750000000000002 False
1.0905263157894738 15.8 False
1.0905263157894738 16.85 False
1.0905263157894738 17.900000000000002 False
1.0905263157894738 18.950000000000003 False
1.0905263157894738 20.0 False
2.1410526315789475 0.05 False
2.1410526315789475 1.1 False
2.1410526315789475 2.15 False
2.1410526315789475 3.2 False
2.1410526315789475 4.25 False
2.1410526315789475 5.3 False
2.1410526315789475 6.3500000000000005 False
2.1410526315789475 7.4 False
2.1410526315789475 8.450000000000001 False
2.1410526315789475 9.500000000000002 False
2.1410526315789475 10.55 False
2.1410526315789475 11.600000000000001 False
2.1410526315789475 12.650000000000002 False
2.1410526315789475 13.700000000000001 False
2.1410526315789475 14.750000000000002 False
2.1410526315789475 15.8 False
2.1410526315789475 16.85 False
2.1410526315789475 17.900000000000002 False
2.1410526315789475 18.950000000000003 False
2.1410526315789475 20.0 False
3.1915789473684213 0.05 False
3.1915789473684213 1.1 False
3.1915789473684213 2.15 False
3.1915789473684213 3.2 False
3.1915789473684213 4.25 False
3.1915789473684213 5.3 False
3.1915789473684213 6.3500000000000005 False
3.1915789473684213 7.4 False
3.1915789473684213 8.450000000000001 False
3.1915789473684213 9.500000000000002 False
3.1915789473684213 10.55 False
3.1915789473684213 11.600000000000001 False
3.1915789473684213 12.650000000000002 False
3.1915789473684213 13.700000000000001 False
3.1915789473684213 14.750000000000002 False
3.1915789473684213 15.8 False
3.1915789473684213 16.85 False
3.1915789473684213 17.900000000000002 False
3.1915789473684213 18.950000000000003 False
3.1915789473684213 20.0 False
4.242105263157895 0.05 False
4.242105263157895 1.1 False
4.242105263157895 2.15 False
4.242105263157895 3.2 False
4.242105263157895 4.25 False
4.242105263157895 5.3 False
4.242105263157895 6.3500000000000005 False
4.242105263157895 7.4 False
4.242105263157895 8.450000000000001 False
4.242105263157895 9.500000000000002 False
4.242105263157895 10.55 False
4.242105263157895 11.600000000000001 False
4.242105263157895 12.650000000000002 False
4.242105263157895 13.700000000000001 False
4.242105263157895 14.750000000000002 False
4.242105263157895 15.8 False
4.242105263157895 16.85 False
4.242105263157895 17.900000000000002 False
4.242105263157895 18.950000000000003 False
4.242105263157895 20.0 False
5.292631578947369 0.05 False
5.292631578947369 1.1 False
5.292631578947369 2.15 False
5.292631578947369 3.2 False
5.292631578947369 4.25 False
5.292631578947369 5.3 False
5.292631578947369 6.3500000000000005 False
5.292631578947369 7.4 False
5.292631578947369 8.450000000000001 False
5.292631578947369 9.500000000000002 False
5.292631578947369 10.55 False
5.292631578947369 11.600000000000001 False
5.292631578947369 12.650000000000002 False
5.292631578947369 13.700000000000001 False
5.292631578947369 14.750000000000002 False
5.292631578947369 15.8 False
5.292631578947369 16.85 False
5.292631578947369 17.900000000000002 False
5.292631578947369 18.950000000000003 False
5.292631578947369 20.0 False
6.3431578947368426 0.05 False
6.3431578947368426 1.1 False
6.3431578947368426 2.15 False
6.3431578947368426 3.2 False
6.3431578947368426 4.25 False
6.3431578947368426 5.3 False
6.3431578947368426 6.3500000000000005 False
6.3431578947368426 7.4 False
6.3431578947368426 8.450000000000001 False
6.3431578947368426 9.500000000000002 False
6.3431578947368426 10.55 False
6.3431578947368426 11.600000000000001 False
6.3431578947368426 12.650000000000002 False
6.3431578947368426 13.700000000000001 False
6.3431578947368426 14.750000000000002 False
6.3431578947368426 15.8 False
6.3431578947368426 16.85 False
6.3431578947368426 17.900000000000002 False
6.3431578947368426 18.950000000000003 False
6.3431578947368426 20.0 False
7.393684210526316 0.05 False
7.393684210526316 1.1 False
7.393684210526316 2.15 False
7.393684210526316 3.2 False
7.393684210526316 4.25 False
7.393684210526316 5.3 False
7.393684210526316 6.3500000000000005 False
7.393684210526316 7.4 False
7.393684210526316 8.450000000000001 False
7.393684210526316 9.500000000000002 False
7.393684210526316 10.55 False
7.393684210526316 11.600000000000001 False
7.393684210526316 12.650000000000002 False
7.393684210526316 13.700000000000001 False
7.393684210526316 14.750000000000002 False
7.393684210526316 15.8 False
7.393684210526316 16.85 False
7.393684210526316 17.900000000000002 False
7.393684210526316 18.950000000000003 False
7.393684210526316 20.0 False
8.44421052631579 0.05 False
8.44421052631579 1.1 False
8.44421052631579 2.15 False
8.44421052631579 3.2 False
8.44421052631579 4.25 False
8.44421052631579 5.3 False
8.44421052631579 6.3500000000000005 False
8.44421052631579 7.4 False
8.44421052631579 8.450000000000001 False
8.44421052631579 9.500000000000002 False
8.44421052631579 10.55 False
8.44421052631579 11.600000000000001 False
8.44421052631579 12.650000000000002 False
8.44421052631579 13.700000000000001 False
8.44421052631579 14.750000000000002 False
8.44421052631579 15.8 False
8.44421052631579 16.85 False
8.44421052631579 17.900000000000002 False
8.44421052631579 18.950000000000003 False
8.44421052631579 20.0 False
9.494736842105263 0.05 False
9.494736842105263 1.1 False
9.494736842105263 2.15 False
9.494736842105263 3.2 False
9.494736842105263 4.25 False
9.494736842105263 5.3 True
9.494736842105263 6.3500000000000005 True
9.494736842105263 7.4 True
9.494736842105263 8.450000000000001 True
9.494736842105263 9.500000000000002 False
9.494736842105263 10.55 False
9.494736842105263 11.600000000000001 False
9.494736842105263 12.650000000000002 False
9.494736842105263 13.700000000000001 False
9.494736842105263 14.750000000000002 False
9.494736842105263 15.8 False
9.494736842105263 16.85 False
9.494736842105263 17.900000000000002 False
9.494736842105263 18.950000000000003 False
9.494736842105263 20.0 False
10.545263157894738 0.05 False
10.545263157894738 1.1 False
10.545263157894738 2.15 False
10.545263157894738 3.2 False
10.545263157894738 4.25 True
10.545263157894738 5.3 True
10.545263157894738 6.3500000000000005 True
10.545263157894738 7.4 True
10.545263157894738 8.450000000000001 True
10.545263157894738 9.500000000000002 True
10.545263157894738 10.55 True
10.545263157894738 11.600000000000001 True
10.545263157894738 12.650000000000002 True
10.545263157894738 13.700000000000001 True
10.545263157894738 14.750000000000002 True
10.545263157894738 15.8 True
10.545263157894738 16.85 True
10.545263157894738 17.900000000000002 False
10.545263157894738 18.950000000000003 False
10.545263157894738 20.0 False
11.59578947368421 0.05 False
11.59578947368421 1.1 False
11.59578947368421 2.15 False
11.59578947368421 3.2 False
11.59578947368421 4.25 True
11.59578947368421 5.3 True
11.59578947368421 6.3500000000000005 True
11.59578947368421 7.4 True
11.59578947368421 8.450000000000001 True
11.59578947368421 9.500000000000002 True
11.59578947368421 10.55 True
11.59578947368421 11.600000000000001 True
11.59578947368421 12.650000000000002 True
11.59578947368421 13.700000000000001 True
11.59578947368421 14.750000000000002 True
11.59578947368421 15.8 True
11.59578947368421 16.85 True
11.59578947368421 17.900000000000002 True
